idsubsls,kecamatan,desa,nama_sls,dominan,keluarga_awal,usaha_awal,keluarga_prelist,umkm_keluarga,st2023,umk,um,usaha_lain,umk_um,usaha_final,total_usaha_final,level_geografis,is_prioritas
2105070003000800,PALMATAK,LADAN,RT 008 RW 003 DUSUN 2,1,47,7,54,0,22,5,0,7,5,7,29,sls,TRUE
2105070003000900,PALMATAK,LADAN,RT 009 RW 003 DUSUN 2,1,40,5,41,0,23,11,0,5,11,11,34,sls,TRUE
2105070003001000,PALMATAK,LADAN,RT 010 RW 003 DUSUN 2,1,33,5,26,0,10,12,0,5,12,12,22,sls,TRUE
2105070003001100,PALMATAK,LADAN,RT 011 RW 004 DUSUN 2,1,45,8,41,0,16,14,0,8,14,14,30,sls,TRUE
2105070003001200,PALMATAK,LADAN,RT 012 RW 004 DUSUN 2,1,61,9,47,0,29,10,0,9,10,10,39,sls,TRUE
2105070003001300,PALMATAK,LADAN,RT 013 RW 004 DUSUN 2,1,46,7,55,0,37,8,0,7,8,8,45,sls,TRUE
2105070003001400,PALMATAK,LADAN,RT 014 RW 004 DUSUN 2,1,38,4,36,0,19,11,0,4,11,11,30,sls,TRUE
2105070003200100,PALMATAK,LADAN,HUTAN,11,0,0,0,0,0,3,0,0,3,3,3,sls,TRUE
2105070008000100,PALMATAK,PUTIK,RT 001 RW 001 DUSUN 1,1,56,9,67,0,17,25,0,9,25,25,42,sls,TRUE
2105070008000200,PALMATAK,PUTIK,RT 002 RW 001 DUSUN 1,1,62,28,62,0,40,9,0,28,9,28,68,sls,TRUE
2105070008000300,PALMATAK,PUTIK,RT 003 RW 001 DUSUN 1,1,53,22,56,0,23,20,0,22,20,22,45,sls,TRUE
2105070008000400,PALMATAK,PUTIK,RT 004 RW 002 DUSUN 1,1,53,26,55,0,21,29,0,26,29,29,50,sls,TRUE
2105070008000500,PALMATAK,PUTIK,RT 005 RW 002 DUSUN 1,1,35,12,37,0,20,11,0,12,11,12,32,sls,TRUE
2105070008000600,PALMATAK,PUTIK,RT 006 RW 002 DUSUN 1,1,34,14,38,0,21,11,0,14,11,14,35,sls,TRUE
2105070008000700,PALMATAK,PUTIK,RT 007 RW 003 DUSUN 1,1,39,6,33,0,22,5,0,6,5,6,28,sls,TRUE
2105070008000800,PALMATAK,PUTIK,RT 008 RW 003 DUSUN 2,1,27,7,35,0,23,1,0,7,1,7,30,sls,TRUE
2105070008000900,PALMATAK,PUTIK,RT 009 RW 003 DUSUN 2,1,40,14,38,0,14,12,0,14,12,14,28,sls,TRUE
2105070008001000,PALMATAK,PUTIK,RT 010 RW 004 DUSUN 2,1,40,19,44,0,31,14,0,19,14,19,50,sls,TRUE
2105070008001100,PALMATAK,PUTIK,RT 011 RW 004 DUSUN 2,1,33,22,46,0,28,15,0,22,15,22,50,sls,TRUE
2105070008001200,PALMATAK,PUTIK,RT 012 RW 005 DUSUN 2,1,37,7,26,0,25,5,0,7,5,7,32,sls,TRUE
2105070008200100,PALMATAK,PUTIK,HUTAN,11,0,0,0,0,0,2,0,0,2,2,2,sls,TRUE
2105070010000100,PALMATAK,PIABUNG,RT 006 RW 002 DUSUN 2,1,45,11,44,0,16,9,0,11,9,11,27,sls,TRUE
2105070010000200,PALMATAK,PIABUNG,RT 005 RW 002 DUSUN 2,1,35,14,39,0,12,15,0,14,15,15,27,sls,TRUE
2105070010000300,PALMATAK,PIABUNG,RT 004 RW 001 DUSUN 1,1,37,13,54,0,57,12,0,13,12,13,70,sls,TRUE
2105070010000400,PALMATAK,PIABUNG,RT 003 RW 001 DUSUN 1,1,46,17,41,0,24,7,0,17,7,17,41,sls,TRUE
2105070010000500,PALMATAK,PIABUNG,RT 002 RW 001 DUSUN 1,1,40,9,28,0,26,10,0,9,10,10,36,sls,TRUE
2105070010000600,PALMATAK,PIABUNG,RT 001 RW 001 DUSUN 1,1,40,9,51,0,43,9,0,9,9,9,52,sls,TRUE
2105070010000700,PALMATAK,PIABUNG,RT 007 RW 002 DUSUN 2,1,38,9,29,0,22,10,0,9,10,10,32,sls,TRUE
2105070010000800,PALMATAK,PIABUNG,RT 008 RW 002 DUSUN 2,1,40,6,35,0,20,4,0,6,4,6,26,sls,TRUE
2105070011000100,PALMATAK,LANGIR,RT 001 RW 002 DUSUN 1,1,22,5,27,0,21,6,0,5,6,6,27,sls,TRUE
2105070011000200,PALMATAK,LANGIR,RT 002 RW 002 DUSUN 1,1,25,9,26,0,27,2,0,9,2,9,36,sls,TRUE
2105070011000300,PALMATAK,LANGIR,RT 003 RW 003 DUSUN 1,1,16,3,17,0,7,3,0,3,3,3,10,sls,TRUE
2105070011000400,PALMATAK,LANGIR,RT 004 RW 003 DUSUN 2,1,29,6,30,0,25,4,0,6,4,6,31,sls,TRUE
2105070011000500,PALMATAK,LANGIR,RT 005 RW 001 DUSUN 2,1,25,2,28,0,26,3,0,2,3,3,29,sls,TRUE
2105070011000600,PALMATAK,LANGIR,RT 006 RW 001 DUSUN 2,1,26,2,23,0,23,1,0,2,1,2,25,sls,TRUE
2105070012000100,PALMATAK,CANDI,RT 001 RW 001 DUSUN I,1,50,24,58,0,19,18,0,24,18,24,43,sls,TRUE
2105070012000200,PALMATAK,CANDI,RT 002 RW 001 DUSUN I,1,32,3,30,0,30,3,0,3,3,3,33,sls,TRUE
2105070012000300,PALMATAK,CANDI,RT 003 RW 002 DUSUN I,1,39,11,44,0,28,7,0,11,7,11,39,sls,TRUE
2105070012000400,PALMATAK,CANDI,RT 004 RW 002 DUSUN II,1,34,4,31,0,16,3,0,4,3,4,20,sls,TRUE
2105070012000500,PALMATAK,CANDI,RT 005 RW 003 DUSUN II,1,31,6,29,0,27,5,0,6,5,6,33,sls,TRUE
2105070012000600,PALMATAK,CANDI,RT 006 RW 003 DUSUN II,1,32,14,48,0,32,9,0,14,9,14,46,sls,TRUE
2105070014000100,PALMATAK,BELIBAK,RT 001 RW 001 DUSUN 1,1,24,2,29,0,31,5,0,2,5,5,36,sls,TRUE
2105070014000200,PALMATAK,BELIBAK,RT 002 RW 001 DUSUN 1,1,30,2,30,0,32,0,0,2,0,2,34,sls,TRUE
2105070014000300,PALMATAK,BELIBAK,RT 003 RW 002 DUSUN 2,1,29,3,18,0,16,1,0,3,1,3,19,sls,TRUE
2105070014000400,PALMATAK,BELIBAK,RT 004 RW 002 DUSUN 2,1,18,3,13,0,20,0,0,3,0,3,23,sls,TRUE
2105071001000100,SIANTAN UTARA,MUBUR,AIR BALKOK RT 001 RW 001 DUSUN 1,1,46,5,60,0,33,12,0,5,12,12,45,sls,TRUE
2105071001000200,SIANTAN UTARA,MUBUR,BATU PANJANG RT 002 RW 001 DUSUN 1,1,44,8,48,0,34,11,0,8,11,11,45,sls,TRUE
2105071001000300,SIANTAN UTARA,MUBUR,KAMPUNG TENGAH RT 003 RW 002 DUSUN 1,1,42,2,37,0,18,1,0,2,1,2,20,sls,TRUE
2105071001000400,SIANTAN UTARA,MUBUR,SUNGAI SIDI RT 004 RW 002 DUSUN 1,1,49,5,53,0,26,4,0,5,4,5,31,sls,TRUE
2105071001000500,SIANTAN UTARA,MUBUR,JALAN PALAH RT 005 RW 003 DUSUN 2,1,23,4,15,0,17,4,0,4,4,4,21,sls,TRUE
2105071001000600,SIANTAN UTARA,MUBUR,JALAN PALAH RT 006 RW 003 DUSUN 2,1,23,2,15,0,17,2,0,2,2,2,19,sls,TRUE
2105071001200100,SIANTAN UTARA,MUBUR,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105071002000100,SIANTAN UTARA,BAYAT,RT 001 RW 001 DUSUN 1,1,28,0,27,0,27,10,0,0,10,10,37,sls,TRUE
2105071002000200,SIANTAN UTARA,BAYAT,RT 002 RW 001 DUSUN 1,1,22,1,20,0,23,6,0,1,6,6,29,sls,TRUE
2105071002000300,SIANTAN UTARA,BAYAT,RT 003 RW 002 DUSUN 1,1,24,3,26,0,29,11,0,3,11,11,40,sls,TRUE
2105071002000400,SIANTAN UTARA,BAYAT,RT 004 RW 002 DUSUN 1,1,19,2,18,0,20,9,0,2,9,9,29,sls,TRUE
2105071002000500,SIANTAN UTARA,BAYAT,RT 005 RW 003 DUSUN 2,1,34,2,34,0,34,10,0,2,10,10,44,sls,TRUE
2105071002000600,SIANTAN UTARA,BAYAT,RT 006 RW 003 DUSUN 2,1,33,2,31,0,30,12,0,2,12,12,42,sls,TRUE
2105071002000700,SIANTAN UTARA,BAYAT,RT 007 RW 004 DUSUN 2,1,29,3,27,0,28,11,0,3,11,11,39,sls,TRUE
2105071002000800,SIANTAN UTARA,BAYAT,RT 008 RW 004 DUSUN 2,1,12,0,11,0,21,2,0,0,2,2,23,sls,TRUE
2105071002200100,SIANTAN UTARA,BAYAT,HUTAN,11,0,0,0,0,0,1,0,0,1,1,1,sls,TRUE
2105071003000100,SIANTAN UTARA,PIASAN,RT 001 RW 001 DUSUN 1,1,42,11,34,0,45,4,0,11,4,11,56,sls,TRUE
2105071003000200,SIANTAN UTARA,PIASAN,RT 002 RW 001 DUSUN 1,1,32,5,24,0,19,6,0,5,6,6,25,sls,TRUE
2105071003000300,SIANTAN UTARA,PIASAN,RT 003 RW 002 DUSUN 1,1,33,3,29,0,32,8,0,3,8,8,40,sls,TRUE
2105071003000400,SIANTAN UTARA,PIASAN,RT 004 RW 002 DUSUN 1,1,32,2,28,0,37,1,0,2,1,2,39,sls,TRUE
2105071003000500,SIANTAN UTARA,PIASAN,RT 005 RW 003 DUSUN 2,1,30,4,11,0,9,5,0,4,5,5,14,sls,TRUE
2105071003000600,SIANTAN UTARA,PIASAN,RT 006 RW 003 DUSUN 2,1,45,4,28,0,28,4,0,4,4,4,32,sls,TRUE
2105072001000100,KUTE SIANTAN,PAYALAMAN,RT 001 RW 002 DUSUN I,1,42,5,38,0,9,11,0,5,11,11,20,sls,TRUE
2105072001000200,KUTE SIANTAN,PAYALAMAN,RT 002 RW 001 DUSUN II,1,37,8,47,0,8,11,0,8,11,11,19,sls,TRUE
2105072001000300,KUTE SIANTAN,PAYALAMAN,RT 003 RW 001 DUSUN II,1,46,7,44,0,12,10,0,7,10,10,22,sls,TRUE
2105072001000400,KUTE SIANTAN,PAYALAMAN,RT 004 RW 002 DUSUN 1,1,60,5,53,0,13,7,0,5,7,7,20,sls,TRUE
2105072001000500,KUTE SIANTAN,PAYALAMAN,RT 005 RW 001 DUSUN II,1,33,6,31,0,14,4,0,6,4,6,20,sls,TRUE
2105072001000600,KUTE SIANTAN,PAYALAMAN,RT 006 RW 001 DUSUN II,1,53,6,54,0,23,6,0,6,6,6,29,sls,TRUE
2105072001000700,KUTE SIANTAN,PAYALAMAN,RT 007 RW 002 DUSUN I,1,33,2,34,0,24,0,0,2,0,2,26,sls,TRUE
2105072001000800,KUTE SIANTAN,PAYALAMAN,RT 008 RW 002 DUSUN I,1,40,3,38,0,9,3,0,3,3,3,12,sls,TRUE
2105072001000900,KUTE SIANTAN,PAYALAMAN,RT 009 RW 001 DUSUN II,1,32,22,29,0,6,9,0,22,9,22,28,sls,TRUE
2105072001001000,KUTE SIANTAN,PAYALAMAN,RT 010 RW 001 DUSUN II,1,41,41,41,0,9,45,1,41,46,46,55,sls,TRUE
2105072002000100,KUTE SIANTAN,TELUK BAYUR,RT 001 RW 001 DUSUN 1,1,25,2,29,0,25,1,0,2,1,2,27,sls,TRUE
2105072002000200,KUTE SIANTAN,TELUK BAYUR,RT 002 RW 001 DUSUN 1,1,27,6,28,0,32,1,0,6,1,6,38,sls,TRUE
2105072002000300,KUTE SIANTAN,TELUK BAYUR,RT 003 RW 001 DUSUN 1,1,44,3,46,0,51,2,0,3,2,3,54,sls,TRUE
2105072002000400,KUTE SIANTAN,TELUK BAYUR,RT 002 RW 002 DUSUN 2,1,20,1,20,0,28,0,0,1,0,1,29,sls,TRUE
2105072002000500,KUTE SIANTAN,TELUK BAYUR,RT 001 RW 002 DUSUN 2,1,31,3,19,0,12,0,0,3,0,3,15,sls,TRUE
2105072002200100,KUTE SIANTAN,TELUK BAYUR,HUTAN RT 3 RW 1,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105072002200200,KUTE SIANTAN,TELUK BAYUR,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105072003000100,KUTE SIANTAN,MATAK,RT 001 RW 001 DUSUN 1,1,35,3,31,0,28,5,0,3,5,5,33,sls,TRUE
2105072003000200,KUTE SIANTAN,MATAK,RT 002 RW 001 DUSUN 1,1,36,2,36,0,27,3,0,2,3,3,30,sls,TRUE
2105072003000300,KUTE SIANTAN,MATAK,RT 003 RW 001 DUSUN 1,1,13,2,13,0,10,0,0,2,0,2,12,sls,TRUE
2105072003000400,KUTE SIANTAN,MATAK,RT 004 RW 002 DUSUN 2,1,24,4,25,0,25,5,0,4,5,5,30,sls,TRUE
2105072003000500,KUTE SIANTAN,MATAK,RT 005 RW 002 DUSUN 2,1,22,10,19,0,19,4,0,10,4,10,29,sls,TRUE
2105072003200100,KUTE SIANTAN,MATAK,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
2105072004000100,KUTE SIANTAN,PAYAMARAM,RT 001 RW 003 DUSUN 1,1,34,12,29,0,7,15,0,12,15,15,22,sls,TRUE
2105072004000200,KUTE SIANTAN,PAYAMARAM,RT 002 RW 004 DUSUN 1,1,30,4,22,0,0,0,0,4,0,4,4,sls,TRUE
2105072004000300,KUTE SIANTAN,PAYAMARAM,RT 003 RW 003 DUSUN 1,1,38,7,36,0,18,6,0,7,6,7,25,sls,TRUE
2105072004000400,KUTE SIANTAN,PAYAMARAM,RT 006 RW 002 DUSUN 2,1,35,1,27,0,19,8,0,1,8,8,27,sls,TRUE
2105072004000500,KUTE SIANTAN,PAYAMARAM,RT 005 RW 002 DUSUN 2,1,37,2,30,0,7,12,0,2,12,12,19,sls,TRUE
2105072004000600,KUTE SIANTAN,PAYAMARAM,RT 004 RW 001 DUSUN 2,1,29,10,33,0,14,6,0,10,6,10,24,sls,TRUE
2105072004000700,KUTE SIANTAN,PAYAMARAM,RT 007 RW 001 DUSUN 2,1,43,5,38,0,16,6,0,5,6,6,22,sls,TRUE
2105072004000800,KUTE SIANTAN,PAYAMARAM,RT 008 RW 004 DUSUN 1,1,33,1,25,0,3,15,0,1,15,15,18,sls,TRUE
2105072004500100,KUTE SIANTAN,PAYAMARAM,"PERUSAHAAN MEDCO, BANDARA PALMATAK",9,11,0,0,0,0,3,2,0,5,5,5,sls,TRUE
2105072005000100,KUTE SIANTAN,BATU AMPAR,RT 001 RW 001 DUSUN 1,1,46,1,36,0,23,3,0,1,3,3,26,sls,TRUE
2105072005000200,KUTE SIANTAN,BATU AMPAR,RT 002 RW 001 DUSUN 1,1,28,2,28,0,7,10,0,2,10,10,17,sls,TRUE
2105072005000300,KUTE SIANTAN,BATU AMPAR,RT 003 RW 001 DUSUN 1,1,21,2,23,0,18,1,0,2,1,2,20,sls,TRUE
2105072005000400,KUTE SIANTAN,BATU AMPAR,RT 004 RW 002 DUSUN 1,1,26,2,30,0,19,0,0,2,0,2,21,sls,TRUE
2105072005000500,KUTE SIANTAN,BATU AMPAR,RT 005 RW 002 DUSUN 1,1,33,2,32,0,23,5,0,2,5,5,28,sls,TRUE
2105072005000600,KUTE SIANTAN,BATU AMPAR,RT 006 RW 002 DUSUN 1,1,25,5,27,0,18,3,0,5,3,5,23,sls,TRUE
2105072005200100,KUTE SIANTAN,BATU AMPAR,HUTAN,11,0,0,0,0,0,0,0,0,0,0,0,sls,TRUE
,JEMAJA,MAMPOK,,,0,0,21,0,4,0,0,0,0,0,4,desa,FALSE
,JEMAJA,LETUNG,,,0,0,96,0,8,0,0,0,0,0,8,desa,FALSE
,JEMAJA,REWAK,,,0,0,35,0,10,0,0,0,0,0,10,desa,FALSE
,JEMAJA,AIR BIRU,,,0,0,11,0,4,0,0,0,0,0,4,desa,FALSE
,JEMAJA,BATU BERAPIT,,,0,0,36,0,10,0,0,0,0,0,10,desa,FALSE
,JEMAJA,LANDAK,,,0,0,18,0,2,0,0,0,0,0,2,desa,FALSE
,JEMAJA BARAT,KERAMUT,,,0,0,20,0,7,0,0,0,0,0,7,desa,FALSE
,JEMAJA BARAT,IMPOL,,,0,0,10,0,2,0,0,0,0,0,2,desa,FALSE
,JEMAJA BARAT,SUNGGAK,,,0,0,8,0,4,0,0,0,0,0,4,desa,FALSE
,JEMAJA TIMUR,ULU MARAS,,,0,0,20,0,4,0,0,0,0,0,4,desa,FALSE
,JEMAJA TIMUR,KUALA MARAS,,,0,0,32,0,5,0,0,0,0,0,5,desa,FALSE
,JEMAJA TIMUR,BUKIT PADI,,,0,0,15,0,4,0,0,0,0,0,4,desa,FALSE
,JEMAJA TIMUR,GENTING PULUR,,,0,0,17,0,6,0,0,0,0,0,6,desa,FALSE
,SIANTAN SELATAN,KIABU,,,0,0,23,0,10,0,0,0,0,0,10,desa,FALSE
,SIANTAN SELATAN,TELAGA,,,0,0,26,0,6,0,0,0,0,0,6,desa,FALSE
,SIANTAN SELATAN,MENGKAIT,,,0,0,40,0,35,0,0,0,0,0,35,desa,FALSE
,SIANTAN SELATAN,TIANGAU,,,0,0,25,0,1,0,0,0,0,0,1,desa,FALSE
,SIANTAN SELATAN,TELAGA KECIL,,,0,0,8,0,4,0,0,0,0,0,4,desa,FALSE
,SIANTAN SELATAN,LINGAI,,,0,0,14,0,5,0,0,0,0,0,5,desa,FALSE
,SIANTAN SELATAN,AIR BINI,,,0,0,42,0,26,0,0,0,0,0,26,desa,FALSE
,SIANTAN,TAREMPA BARAT,,,0,0,170,0,10,0,0,0,0,0,10,desa,FALSE
,SIANTAN,TAREMPA,,,0,0,426,0,16,0,0,0,0,0,16,desa,FALSE
,SIANTAN,TAREMPA SELATAN,,,0,0,55,0,5,0,0,0,0,0,5,desa,FALSE
,SIANTAN,TAREMPA TIMUR,,,0,0,71,0,2,0,0,0,0,0,2,desa,FALSE
,SIANTAN,SRI TANJUNG,,,0,0,43,0,10,0,0,0,0,0,10,desa,FALSE
,SIANTAN,TAREMPA BARAT DAYA,,,0,0,16,0,8,0,0,0,0,0,8,desa,FALSE
,SIANTAN,PESISIR TIMUR,,,0,0,20,0,1,0,0,0,0,0,1,desa,FALSE
,SIANTAN TIMUR,NYAMUK,,,0,0,23,0,5,0,0,0,0,0,5,desa,FALSE
,SIANTAN TIMUR,BATU BELAH,,,0,0,16,0,5,0,0,0,0,0,5,desa,FALSE
,SIANTAN TIMUR,MUNJAN,,,0,0,55,0,27,0,0,0,0,0,27,desa,FALSE
,SIANTAN TIMUR,SERAT,,,0,0,9,0,1,0,0,0,0,0,1,desa,FALSE
,SIANTAN TIMUR,AIR PUTIH,,,0,0,18,0,2,0,0,0,0,0,2,desa,FALSE
,SIANTAN TIMUR,TEMBURUN,,,0,0,15,0,2,0,0,0,0,0,2,desa,FALSE
,SIANTAN TENGAH,AIR ASUK,,,0,0,19,0,4,0,0,0,0,0,4,desa,FALSE
,SIANTAN TENGAH,AIR SENA,,,0,0,50,0,47,0,0,0,0,0,47,desa,FALSE
,SIANTAN TENGAH,TELUK SIANTAN,,,0,0,17,0,6,0,0,0,0,0,6,desa,FALSE
,SIANTAN TENGAH,LIUK,,,0,0,3,0,0,0,0,0,0,0,0,desa,FALSE
,SIANTAN TENGAH,LIDI,,,0,0,10,0,3,0,0,0,0,0,3,desa,FALSE
,SIANTAN TENGAH,TELUK SUNTING,,,0,0,10,0,6,0,0,0,0,0,6,desa,FALSE
,PALMATAK,TEBANG,,,0,0,40,0,10,0,0,0,0,0,10,desa,FALSE
,PALMATAK,LADAN,,,0,0,72,0,15,0,0,0,0,0,15,desa,FALSE
,PALMATAK,PUTIK,,,0,0,67,0,21,0,0,0,0,0,21,desa,FALSE
,PALMATAK,PIABUNG,,,0,0,46,0,15,0,0,0,0,0,15,desa,FALSE
,PALMATAK,LANGIR,,,0,0,2,0,0,0,0,0,0,0,0,desa,FALSE
,PALMATAK,CANDI,,,0,0,16,0,4,0,0,0,0,0,4,desa,FALSE
,PALMATAK,BELIBAK,,,0,0,9,0,6,0,0,0,0,0,6,desa,FALSE
,SIANTAN UTARA,MUBUR,,,0,0,21,0,6,0,0,0,0,0,6,desa,FALSE
,SIANTAN UTARA,BAYAT,,,0,0,24,0,9,0,0,0,0,0,9,desa,FALSE
,SIANTAN UTARA,PIASAN,,,0,0,54,0,46,0,0,0,0,0,46,desa,FALSE
,KUTE SIANTAN,PAYALAMAN,,,0,0,56,0,6,0,0,0,0,0,6,desa,FALSE
,KUTE SIANTAN,TELUK BAYUR,,,0,0,13,0,7,0,0,0,0,0,7,desa,FALSE
,KUTE SIANTAN,MATAK,,,0,0,20,0,1,0,0,0,0,0,1,desa,FALSE
,KUTE SIANTAN,PAYAMARAM,,,0,0,42,0,1,0,0,0,0,0,1,desa,FALSE
,KUTE SIANTAN,BATU AMPAR,,,0,0,18,0,1,0,0,0,0,0,1,desa,FALSE
,JEMAJA,MAMPOK,,,0,0,0,0,0,4,0,0,4,4,4,desa,FALSE
,JEMAJA,LETUNG,,,0,0,0,0,0,20,1,0,21,21,21,desa,FALSE
,JEMAJA,REWAK,,,0,0,0,0,0,3,0,0,3,3,3,desa,FALSE
,JEMAJA,AIR BIRU,,,0,0,0,0,0,2,0,0,2,2,2,desa,FALSE
,JEMAJA,BATU BERAPIT,,,0,0,0,0,0,7,0,0,7,7,7,desa,FALSE
,JEMAJA,LANDAK,,,0,0,0,0,0,3,0,0,3,3,3,desa,FALSE
,JEMAJA,,,,0,0,0,0,0,1,0,0,1,1,1,kecamatan,FALSE
,JEMAJA BARAT,KERAMUT,,,0,0,0,0,0,2,0,0,2,2,2,desa,FALSE
,JEMAJA BARAT,IMPOL,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,JEMAJA BARAT,SUNGGAK,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,JEMAJA TIMUR,ULU MARAS,,,0,0,0,0,0,3,0,0,3,3,3,desa,FALSE
,JEMAJA TIMUR,KUALA MARAS,,,0,0,0,0,0,8,0,0,8,8,8,desa,FALSE
,JEMAJA TIMUR,BUKIT PADI,,,0,0,0,0,0,2,1,0,3,3,3,desa,FALSE
,JEMAJA TIMUR,GENTING PULUR,,,0,0,0,0,0,6,1,0,7,7,7,desa,FALSE
,SIANTAN SELATAN,TELAGA,,,0,0,0,0,0,2,0,0,2,2,2,desa,FALSE
,SIANTAN SELATAN,MENGKAIT,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,SIANTAN SELATAN,TIANGAU,,,0,0,0,0,0,5,0,0,5,5,5,desa,FALSE
,SIANTAN SELATAN,TELAGA KECIL,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,SIANTAN SELATAN,LINGAI,,,0,0,0,0,0,2,0,0,2,2,2,desa,FALSE
,SIANTAN SELATAN,AIR BINI,,,0,0,0,0,0,3,1,0,4,4,4,desa,FALSE
,SIANTAN,TAREMPA BARAT,,,0,0,0,0,0,23,2,0,25,25,25,desa,FALSE
,SIANTAN,TAREMPA,,,0,0,0,0,0,67,6,0,73,73,73,desa,FALSE
,SIANTAN,TAREMPA SELATAN,,,0,0,0,0,0,9,1,0,10,10,10,desa,FALSE
,SIANTAN,TAREMPA TIMUR,,,0,0,0,0,0,17,0,0,17,17,17,desa,FALSE
,SIANTAN,SRI TANJUNG,,,0,0,0,0,0,9,2,0,11,11,11,desa,FALSE
,SIANTAN,TAREMPA BARAT DAYA,,,0,0,0,0,0,9,1,0,10,10,10,desa,FALSE
,SIANTAN,PESISIR TIMUR,,,0,0,0,0,0,9,0,0,9,9,9,desa,FALSE
,SIANTAN,,,,0,0,0,0,0,26,4,0,30,30,30,kecamatan,FALSE
,SIANTAN TIMUR,NYAMUK,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,SIANTAN TIMUR,BATU BELAH,,,0,0,0,0,0,6,0,0,6,6,6,desa,FALSE
,SIANTAN TIMUR,MUNJAN,,,0,0,0,0,0,6,0,0,6,6,6,desa,FALSE
,SIANTAN TIMUR,SERAT,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,SIANTAN TIMUR,AIR PUTIH,,,0,0,0,0,0,2,0,0,2,2,2,desa,FALSE
,SIANTAN TIMUR,TEMBURUN,,,0,0,0,0,0,5,0,0,5,5,5,desa,FALSE
,SIANTAN TENGAH,AIR ASUK,,,0,0,0,0,0,11,0,0,11,11,11,desa,FALSE
,SIANTAN TENGAH,AIR SENA,,,0,0,0,0,0,2,2,0,4,4,4,desa,FALSE
,SIANTAN TENGAH,TELUK SIANTAN,,,0,0,0,0,0,3,0,0,3,3,3,desa,FALSE
,SIANTAN TENGAH,LIUK,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,SIANTAN TENGAH,LIDI,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,SIANTAN TENGAH,TELUK SUNTING,,,0,0,0,0,0,8,0,0,8,8,8,desa,FALSE
,SIANTAN TENGAH,,,,0,0,0,0,0,1,0,0,1,1,1,kecamatan,FALSE
,PALMATAK,TEBANG,,,0,0,0,0,0,10,0,0,10,10,10,desa,FALSE
,PALMATAK,LADAN,,,0,0,0,0,0,13,1,0,14,14,14,desa,FALSE
,PALMATAK,PUTIK,,,0,0,0,0,0,8,0,0,8,8,8,desa,FALSE
,PALMATAK,PIABUNG,,,0,0,0,0,0,5,0,0,5,5,5,desa,FALSE
,PALMATAK,LANGIR,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,PALMATAK,CANDI,,,0,0,0,0,0,7,0,0,7,7,7,desa,FALSE
,PALMATAK,BELIBAK,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,PALMATAK,,,,0,0,0,0,0,7,0,0,7,7,7,kecamatan,FALSE
,SIANTAN UTARA,BAYAT,,,0,0,0,0,0,3,0,0,3,3,3,desa,FALSE
,SIANTAN UTARA,PIASAN,,,0,0,0,0,0,3,0,0,3,3,3,desa,FALSE
,KUTE SIANTAN,PAYALAMAN,,,0,0,0,0,0,5,1,0,6,6,6,desa,FALSE
,KUTE SIANTAN,TELUK BAYUR,,,0,0,0,0,0,9,1,0,10,10,10,desa,FALSE
,KUTE SIANTAN,MATAK,,,0,0,0,0,0,2,1,0,3,3,3,desa,FALSE
,KUTE SIANTAN,PAYAMARAM,,,0,0,0,0,0,2,2,0,4,4,4,desa,FALSE
,KUTE SIANTAN,BATU AMPAR,,,0,0,0,0,0,1,0,0,1,1,1,desa,FALSE
,KUTE SIANTAN,,,,0,0,0,0,0,1,0,0,1,1,1,kecamatan,FALSE
,,,,,0,0,0,0,0,95,1,0,96,96,96,unidentified,FALSE
